id|naam|bevoegdeAuthoriteit
1|Kaphout afvoeren |
2|Financiële tegemoetkoming in de begrafeniskosten voor oud-strijders|
3|Eensluidend verklaarde kopie|
4|Ophalen van glas via de glascontainer|
5|Huisvuilstickers|
6|Hulp nodig bij vervullen administratieve taken|
7|Gemeentelijke premie voor inbraakpreventie |
8|Inleveren bouwafval en bouwresten|
9|Onthaal nieuwe inwoners|
10|Ophalen kerstboom|
11|Huis-aan-huisinzameling van glas|
12|Huis-aan-huisinzameling van grofvuil|
13|Huis-aan-huisinzameling van klein gevaarlijk afval|
14|Huis-aan-huisinzameling van papier en karton|
15|Huis-aan-huisinzameling van plastic-, metaal- en drankverpakkingen (PMD)|
16|Huis-aan-huisinzameling van restafval|
17|Huis-aan-huisinzameling van snoeihout|
18|Peterschap van een grafmonument|
19|Sorteerpasje|
20|Afhalen weggehaalde fiets/bromfiets|
21|Afhalen gevonden voorwerpen|
22|Toelating voor het aanleggen van een geveltuin|
23|Toelating om bij een evenement af te wijken van het geluidsniveau|
24|Verkoop gevonden fietsen en bromfietsen|
25|Premie voor het aanleggen van een geveltuin|
26|Premie voor het aanleggen van een groendak|
27|Premie voor een huwelijksjubileum|
28|Bruikleen of hergebruik van een grafmonument|
29|Speelpleinwerking|
30|Cultuurcheque|
31|Taxicheques|
32|Dringende steun in noodsituaties|
33|Zorgtariefpas|
34|Tussenkomst eerste maand huishuur|
35|Financiële tussenkomst voor de aanpassing van de woning van ouderen en personen met een handicap  |
36|Arbeidstrajectbegeleiding|
37|Atelierwerking|
38|Openbare computerruimten|
39|Gebruiken van computerklassen|
40|Gebruik van een fuifruimte|
41|Schoollokalen huren buiten de schooluren|
42|Infrastructuur en materiaal gebruiken voor sociaal-culturele activiteiten|
43|Jeugdcentrum gebruiken voor jongerenactiviteiten|
44|Kookinfrastructuur gebruiken|
45|Uitlenen van evenementenmateriaal|
46|Gebruiken van een polyvalente ruimte|
47|Gebruiken van een repetitieruimte|
48|Gebruiken van een speelterrein|
49|Gebruik van sportinfrastructuur|
50|Gebruiken van studieruimten|
51|Gebruiken van een theaterinfrastructuur|
52|Bibliotheekvoorzieningen voor personen met een beperking|
53|Boekenuitleendienst aan huis|
54|Boodschappendienst|
55|Budgetbegeleiding|
56|Budgetbeheer|
57|Buitenschoolse kinderopvang|
58|Crisisopvang |
59|Cultuurkorting voor studenten|
60|Dienst aangepast vervoer voor minder mobiele personen|
61|Doorgangswoning, transitwoning of noodwoning|
62|Financiële tussenkomst bij het betalen van uw energiefacturen|
63|Financiële tussenkomst bij hospitalisatiekosten|
64|Financiële tussenkomst voor deelname van kinderen en jongeren aan het georganiseerde vrijetijdsaanbod|
65|Aanvragen van een gidsbeurt|
66|Grabbelpas|
67|Gratis bonnen voor tweedehandsaankopen|
68|Gratis vuilniszakken|
69|Huistaakbegeleiding|
70|Gemeentelijke financiële tussenkomst in de huurkosten|
71|Financiële tussenkomst in de huurwaarborg|
72|Financiële tegemoetkoming voor jeugdactiviteiten|
73|Kopie van een archiefdocument|
74|Cultuurkaart|
75|Mantelzorgpremie|
76|Financiële tussenkomst in mutualiteitsbijdragen|
77|Nieuwjaarsgeschenk voor chronisch zieken of personen met een handicap|
78|Ter beschikking stellen van een palliatieve kamer|
79|Aanvragen van een parkeerplaats voor personen met een handicap|
80|Gemeentelijke premie voor het opstarten van een kinderdagverblijf|
81|Projectsubsidie cultuur|
82|Psychosociale hulp |
83|Archiefdocumenten raadplegen|
84|Borgstelling voor een woonzorgcentrum|
85|Financiële tussenkomst in de schoolkosten|
86|Schuldbemiddeling|
87|Vermindering op de huisvuilbelasting|
88|Sportkorting voor studenten|
89|Strijkatelier of strijkwinkel|
90|Subsidie voor het aankopen van groot materiaal voor jeugdwerk|
91|Subsidie voor het bevorderen van diversiteit in sport, cultuur en jeugd|
92|Gemeentelijke subsidie voor erfgoedverenigingen|
93|Gemeentelijke subsidie voor investeringen in infrastructuur in het jeugdwerk|
94|Subsidie ouderbetrokkenheid bij school|
95|Subsidie voor het organiseren van sportevenementen|
96|Thuisopvang voor zieke kinderen|
97|Tussenkomst voor haarverzorging|
98|Thuiszorg - Huishoudelijke hulp|
99|Maaltijdbedeling aan huis|
100|Thuiszorg - Oppasdienst|
101|Persoonsverzorging|
102|Voetverzorging|
103|Toelage voor instellingen voor personen met een handicap|
104|Gemeentelijke premie voor de opvang van personen met een handicap|
105|Tussenkomst in farmaceutische en (para-) medische kosten|
106|Tussenkomst in de taxikosten|
107|Tweedehandskledij|
108|Ontlenen van boeken, cd's, dvd's en ander bibliotheekmateriaal|
109|Ontlenen van materiaal voor jeugdactiviteiten en jeugdwerk|
110|Financiële tussenkomst  voor een verblijf in een woonzorgcentrum|
111|Vervoer minder mobiele personen|
112|Voedselpakketten|
113|Gemeentelijke premie voorhuwelijkssparen|
114|Voorschotten op sociale uitkeringen|
115|Financiële tussenkomst voor waterverbruik|
116|Erkenning als verdeler van officiële afvalzakken|
117|Leefloon|
118|Noodoproepen|
119|Overlevingspensioen|
120|Huwelijk|
121|Wettelijk samenwonen|
122|Buitenlandse huwelijksakte erkennen en overschrijven|
123|Collectieve schuldenregeling|
124|Kids-ID: Elektronisch identiteitsdocument voor kinderen onder de 12 jaar|
125|Elektronische identiteitskaart (eID)|
126|Nietig verklaren van een huwelijk|
127|Internationaal rijbewijs|
128|Federaal token|
129|Een kind erkennen|
130|Geboorteaangifte|
131|Orgaandonatie|
132|Overlijdensaangifte|
133|Parkeerkaart voor personen met een handicap|
134|Wilsverklaring inzake euthanasie|
135|Huwelijksaangifte|
136|Fiets huren|
137|Premie voor superisolerend glas|
138|Bewonerskaart|
139|Jachtverlof en jachtvergunning|
140|Visverlof|
141|Verplichte keuring van uw privériolering voor afvoer van afval- of regenwater|
142|Vrijstelling of vermindering van inschrijvingsgeld in het volwassenenonderwijs|
143|Een diploma secundair onderwijs behalen via het secundair volwassenenonderwijs (vroeger tweedekansonderwijs)|
144|Begeleiding van inburgeraars (het Inburgeringstraject)|
145|Verplichte keuring van de waterleidingen bij nieuwbouw en renovatie|
146|Erkenning van een wildbeheereenheid|
147|Premie voor het behalen van een diploma secundair onderwijs via het volwassenenonderwijs|
148|Verhoogde vermindering van de onroerende voorheffing voor bescheiden woning|
149|Eurovignet voor vrachtwagens|
150|Ophalen GFT|
151|Erkenning van mestvoerders|
152|Registratie van verzenders van meststoffen|
153|Aangifte bij de Mestbank|
154|Subsidies in het kader van cultuurkuur en dynamo3|
155|Startbanenproject 'Scholen voor Jongeren - Jongeren voor Scholen' voor een positief schoolklimaat|
156|Lerarenkaart|
157|Startbanenproject Verkeersveiligheid voor veiliger woon-schoolverkeer|
158|Bevolkingsonderzoek bij pasgeborenen naar aangeboren aandoeningen via een bloedonderzoek|
159|Erasmus uitwisselingsprogramma en Erasmusbeurs om in het buitenland te studeren|
160|Aanvraag tot onderzoek van het binnenmilieu in een woning of openbaar gebouw|
161|Energieprestatiecertificaat voor een publiek gebouw|
162|Jaarlijkse verkeersbelasting voor aan te geven voertuigen|
163|Erkenning van bedrijfsgezondheidsdiensten|
164|Gratis controle van putwater bij eigen grondwaterwinning|
165|Individuele Beroepsopleiding (IBO) voor werkzoekenden|
166|Ontheffing van loodsplicht voor kleine zeeschepen|
167|Jaarlijkse verkeersbelasting voor personenwagens en aanverwante voertuigen|
168|Onroerende voorheffing|
169|Heffing op de winning van grondwater|
170|Erkenning als Vlaams ontwikkelingsfonds voor microfinanciering in de ontwikkelingssamenwerking|
171|Vergunning voor watervang|
172|Sociaal tarief en vrijstelling van de heffing op de waterverontreiniging|
173|Omgevingsvergunning voor het wijzigen van kleine landschapselementen of vegetaties|
174|Omnipas 65+|
175|Kaart voor kosteloze begeleider van een persoon met een handicap op het openbaar vervoer|
176|Gratis abonnement van De Lijn voor personen met een handicap|
177|Buzzy Pazz of Omnipas 'Vervoersgarantie' (VG)|
178|Euregio-ticket (dagpas bus en trein gebied Euregio Maas - Rijn)|
179|Gratis abonnement van NMBS en De Lijn voor oorlogsinvaliden en oud-strijders|
180|Attest voor personenvervoer voor eigen rekening|
181|Machtiging voor de tijdelijke vervanging van een voertuig van een taxidienst of verhuurdienst|
182|Vergunning voor het uitbaten van een taxidienst|
183|Vergunning voor de verhuur van voertuigen met bestuurder|
184|Vergunning voor het organiseren van grensoverschrijdend geregeld vervoer|
185|Erkenning en subsidiëring van kunstenaars en professionele kunstenorganisaties|
186|Erkenning en subsidiëring van sportfederaties en organisaties voor sportieve vrijetijdsbesteding|
187|Erkenning en vergunning van een radio-omroep|
188|Praktische ondersteuning voor sportpromotionele evenementen|
189|Subsidiedatabank voor ondernemingen|
190|Aspirantenmandaat|
191|Steun voor kmo's bij toepassing van milieu- en energievriendelijke technologie (PRODEM)|
192|Investering van risicokapitaal in beloftevolle kmo's (Arkimedes)|
193|Investering in een creatieve onderneming (CultuurInvest)|
194|Vergunning of overeenkomst om bijzondere vormen van geregeld vervoer te organiseren|
195|Ontheffing van loodsplicht voor grote zeeschepen|
196|Vergunning voor het privégebruik van waterwegen en hun aanhorigheden|
197|Buzzy Pazz of Omnipas 'Verhoogde Tegemoetkoming' (VT)|
198|Bemiddelaar Grootschalige Vlaamse Infrastructuurprojecten|
199|Subsidies voor duurzaam woon-werkverkeer via het Pendelfonds|
200|Subsidie voor een actieprogramma duurzame mobiliteit van een niet-erkende mobiliteitsvereniging|
201|Doctoraatsbeurs strategisch basisonderzoek|
202|Klinische doctoraatsbeurs|
203|Bijzondere doctoraatsbeurs|
204|Mandaat postdoctoraal onderzoeker|
205|Fundamenteel klinisch mandaat|
206|Krediet voor individuele onderzoeker|
207|Steun voor wetenschappelijke internationale samenwerking en contacten|
208|Waarborgregeling boven 1,5 miljoen euro|
209|Groeifinanciering|
210|Voordelige lening aan bedrijf uit de sociale economie (Sociaal Investeringsfonds)|
211|Een gekend kind adopteren|
212|Een ongekend kind adopteren|
213|Erkenning sociale huisvestingsmaatschappijen|
214|Tegemoetkoming in kosten kinderopvang voor werkzoekenden in opleiding|
215|Tegemoetkoming voor werkgevers die outplacementbegeleiding aanbieden|
216|Stimulanspremie voor werkzoekenden in opleiding|
217|Subsidies voor de omkadering van arbeidszorgmedewerkers|
218|Grafconcessies en concessies voor columbaria en urnenvelden|
219|Erkenning als natuurreservaat|
220|Erkenning als terreinbeherende natuurvereniging|
221|Erkenning en subsidiëring van bosgroepen (verenigingen van boseigenaars)|
222|Erkenning en subsidiëring van integratiecentra|
223|Erkenning en subsidiering van opvangcentra voor vogels en wilde dieren|
224|Erkenning en subsidiëring van de ondersteuningscentra en het overlegcentrum voor etnisch-culturele minderheden|
225|Erkenning als centrum voor het depollueren, ontmantelen en vernietigen van afgedankte voertuigen|
226|Waarborgregeling tot 1,5 miljoen euro|
227|Plaatsing van een jongere in een gemeenschapsinstelling|
228|Verplichte verwarmingsaudit voor cv-installatie die ouder is dan 5 jaar|
229|Premie voor het installeren van een roetfilter in oudere dieselwagens|
230|Erkenning als laboratorium voor afvalstoffen, andere materialen en bodemstalen|
231|Erkenning als uitzendbureau|
232|Erkenning als ARKIV|
233|Erkenning getuigschrift/diploma na leertijd|
234|Erkenning getuigschrift/diploma ondernemersopleiding|
235|Registratie als dienstverlener in het kader van de kmo-portefeuille|
236|Erkenning van testcentra voor het leveren van ervaringsbewijzen|
237|Erkenning van een producent van vegetatief teeltmateriaal van wijnstokken|
238|Afschotplan voor grofwild|
239|Erkenning van lokale geloofsgemeenschappen|
240|Subsidies aan verenigingen voor projecten met een meerwaarde voor natuur en milieu|
241|Milieuheffing voor het storten en verbranden van afvalstoffen|
242|Erkenning van kopers en exploitanten van hout in openbare bossen|
243|Verzekering burgerlijke aansprakelijkheid voor beheerders van bossen en natuurreservaten|
244|Vergoeding voor schade veroorzaakt door wild of door een beschermde diersoort|
245|Compensatieplicht bij ontbossing|
246|Kapmachtiging|
247|Erkenning als bodemsaneringsdeskundige type 1 of type 2|
248|Erkenning of melding en subsidiëring van de verenigingen van gebruikers en mantelzorgers|
249|Subsidie voor een regenwaterput (hemelwaterput)|
250|Toestemming of machtiging voor een activiteit in een bos of natuurreservaat|
251|Verklaring van selectieve sloop of ontmanteling|
252|Toelating tot invoer van dierlijke bijproducten (DBP) vanuit een andere Europese lidstaat|
253|Melden van de overdracht van een risicogrond|
254|Een sociale woning huren bij een sociale huisvestingsmaatschappij|
255|Een sociale woning huren bij een sociaal verhuurkantoor|
256|Verplichte haalbaarheidsstudie naar alternatieve energiesystemen voor grote gebouwen|
257|Beheerovereenkomst tussen de Vlaamse Landmaatschappij en landbouwers|
258|Erkenning van de psychiatrische verzorgingstehuizen|
259|Adviezen inzake de relatie tussen de kwaliteit van het milieu en gezondheid|
260|Vaccins gratis ter beschikking van de vaccinatoren|
261|Vaccinatiekaart|
262|Normen voor ziekenhuizen|
263|Subsidies voor investeringen in welzijns- en gezondheidsvoorzieningen|
264|Overlegplatforms Geestelijke Gezondheidszorg|
265|Subsidiëring van projecten en bijzondere initiatieven inzake Jongerenwelzijn|
266|Heffing op de waterverontreiniging|
267|Voordelige lening voor ondernemingen (Win-winlening)|
268|Subsidie voor de verwarringstechniek in de fruitteelt|
269|Subsidie voor mechanische onkruidbestrijding|
270|Premie voor het behoud van de gespecialiseerde zoogkoeienhouderij|
271|Subsidie voor de bescherming van de genetische diversiteit van rundveerassen|
272|Subsidie voor de bescherming van de genetische diversiteit van schapenrassen|
273|Subsidie voor de bedrijfseigen teelt van plantaardige eiwitbronnen (vlinderbloemigen)|
274|Subsidie voor milieuvriendelijke sierteelt|
275|Subsidie voor de bescherming van de genetische diversiteit van oude rassen hoogstammige fruitbomen|
276|Erkenning en subsidiëring van de instellingen voor schuldbemiddeling|
277|Buzzy Pazz, van 6 tot 24 jaar|
278|Legalisatie van Vlaamse getuigschriften en diploma's|
279|Huur van een betaalbare woning in de Vlaamse rand rond Brussel via Vlabinvest|
280|Subsidie voor ontwikkelingseducatie|
281|Grondstofverklaring voor gebruik van een bepaald materiaal als grondstof|
282|Integraal Milieujaarverslag (IMJV)|
283|Registratie als vervoerder van afvalstoffen|
284|Registratie als inzamelaar, handelaar of makelaar van afvalstoffen|
285|Vermindering van de onroerende voorheffing voor grootoorlogsverminkten|
286|Vergunning voor invoer, uitvoer en doorvoer van strategische goederen|
287|Premie van de netbeheerder voor isolatie van een buitenmuur langs de buitenzijde|
288|Premie van de netbeheerder voor de isolatie van een spouwmuur|
289|Premie van de netbeheerder voor vloerisolatie of kelderisolatie|
290|Premie van de netbeheerder voor een warmtepomp|
291|Kortingbon voor beschermde afnemers bij aankoop van een energiezuinige wasmachine of koelkast|
292|Vrijstelling van de bijdrage voor de zuivering van het afvalwater|
293|Speciale onderwijsleermiddelen voor leerlingen, studenten of cursisten met een handicap|
294|FSC-boscertificaat|
295|Subsidies voor sportevenementen|
296|Overnamesteun voor de jonge landbouwer|
297|Investeringssteun voor land- en tuinbouwers|
298|Investeringssteun aan de agrovoedingssector|
299|Investeringssteun aan de omkaderingssector voor land- en tuinbouw|
300|Omgevingsvergunning voor de exploitatie van ingedeelde inrichtingen of activiteiten|
301|Bodemattest|
302|Erkenning van controleartsen in het kader van dopingbestrijding|
303|Subsidie voor bijzondere journalistiek|
304|Subsidies voor de audiovisuele sector|
305|Subsidies voor de letterensector|
306|Uitwisseling van plannen van ondergrondse kabels en leidingen (Kabel en Leiding Informatieportaal KLIP)|
307|Premie 50+|
308|Planologisch attest|
309|Milieueffectrapport (MER)|
310|Conformiteitsattest voor (huur)woningen|
311|Heffing op de leegstand en verwaarlozing van bedrijfsgebouwen|
312|Erkenning als laboratorium voor de analyse van water, lucht of bodem (deeldomein bodembescherming)|
313|Erkenning als opleidingscentrum brandertechnici of stookolietechnici|
314|Erkenning als milieucoördinator|
315|Erkenning als opleidingscentrum voor de vorming van milieucoördinatoren|
316|Erkenning als veiligheidsrapporteringsdeskundige (VR-deskundige)|
317|Erkenning als milieudeskundige|
318|Certificering van examencentra koeltechniek|
319|Erkenning van technici en bedrijven voor brandbeveiligingsapparatuur|
320|Erkenning als opleidingscentrum voor klimaatregelingssytemen in bepaalde motorvoertuigen|
321|Planbatenheffing, belasting op de meerwaarde van een grond na een bestemmingswijziging|
322|Erkenning als technicus vloeibare brandstof, gasvormige brandstof en verwarmingsaudit|
323|Erkenning als technicus stookolietanks|
324|Certificering van koeltechnici en koeltechnische bedrijven|
325|Meting van straling rond zendantennes|
326|Melding van de intentie tot hennepteelt|
327|Kapitaalschadecompensatie voor eigenaars van landbouwgronden|
328|Gebruikerscompensatie voor landbouwgronden|
329|Identificatie als landbouwer|
330|Stageovereenkomst|
331|Erkenning als ruimtelijke planner|
332|Belasting op de inverkeerstelling (BIV)|
333|Premie van de netbeheerder voor dakisolatie of zoldervloerisolatie in een woning of appartement|
334|Premie van de netbeheerder voor hoogrendementsglas in een woning of appartement|
335|Premie van de netbeheerder voor een condensatieketel (voor beschermde afnemers)|
336|Verkavelingsvergunning|
337|Erkenning tot energiedeskundige type A|
338|Erkenning tot energiedeskundige type C|
339|Erkenning tot energiedeskundige type B|
340|Erkenning van een milieuvriendelijk toeristisch bedrijf (ecolabel De Groene Sleutel)|
341|Erkenning van een kampeerautovriendelijk logies|
342|Vergunning van een reisbureau of toeristisch verhuurkantoor|
343|Stedenbouwkundig attest|
344|Kooprecht voor huurders van een sociale huurwoning|
345|Attest ter vervanging van een verloren diploma of getuigschrift|
346|Arbeidsvergunning|
347|Toegankelijkheidslabel voor toegankelijk logies|
348|Erkenning en vergunning van diensten en voorzieningen die ondersteuning bieden aan personen met een handicap|
349|Erkenning van gidsen en reisleiders|
350|Erkenning van een particuliere televisie-omroep|
351|Budgetmeter|
352|Aanvullende verkeersbelasting voor LPG-installaties|
353|Hulplijn geweld, misbruik en kindermishandeling|
354|Heffing op ongeschikte en onbewoonbare woningen|
355|Erkenning en subsidiëring van de Logo's (Lokaal Gezondheids Overleg)|
356|Erkenning en subsidiëring van amateurkunsten|
357|Subsidie voor sensibiliserende initiatieven van de Vlaamse Gebarentaal|
358|Subsidies voor leesbevordering|
359|Subsidie voor verenigingen met een specifieke opdracht voor de cultuur-, jeugdwerk- en sportsector|
360|Subsidie voor verenigingen voor culturele en sportieve participatie van gedetineerden|
361|Erkenning en subsidiëring van organisaties voor sociaal-cultureel volwassenenwerk|
362|Omgevingsvergunning voor stedenbouwkundige handelingen|
363|Erkenning van een fietsvriendelijk logies|
364|Betalingsrechten voor de landbouw|
365|Erkenning als MER-deskundige|
366|Kennisgeving voor uitzending door een televisie-omroep|
367|Attesten voor jeugdwerkers|
368|Vermindering van de onroerende voorheffing voor kinderbijslaggerechtigde kinderen|
369|Vermindering van de onroerende voorheffing voor bescheiden woning|
370|Subsidie voor stages bij internationale organisaties|
371|Subsidie voor experimenteel jeugdwerk|
372|Kampeertenten lenen|
373|Subsidies voor internationaal ondernemen|
374|Exportmeter|
375|Leerlingenkaart|
376|Subsidies voor de bouw en renovatie van scholen|
377|Een vrijstelling aanvragen in het hoger onderwijs of toegang krijgen tot het hoger onderwijs via eerdere studies of werkervaring|
378|Sloopinventaris afvalstoffen|
379|Aansluiten bij de Vlaamse Sociale Bescherming|
380|Minimale levering van elektriciteit en aardgas voor wie een budgetmeter heeft|
381|Verplicht onderhoud van uw cv-installatie (centrale verwarming)|
382|EPC Bouw|
383|Medaille voor sociaal-culturele inzet|
384|Controle en onderhoud van de stookolietank van een woning|
385|Proportionele vermindering van de onroerende voorheffing|
386|Verkooprechten (Registratiebelastingen)|
387|Schenkbelasting (Registratiebelasting)|
388|Erfbelasting |
389|Vrijstelling van erfbelasting op de gezinswoning voor de langstlevende partner|
390|Recht op hypotheekvestiging (Registratiebelastingen)|
391|Verdeelrechten (Registratiebelastingen)|
392|Aankoop van een sociale woning of bouwgrond bij een sociale huisvestingsmaatschappij (SHM)|
393|Vermindering van de verkooprechten voor een bescheiden woning (Klein beschrijf)|
394|Meeneembaarheid van verkooprechten|
395|Vermindering van de verkooprechten voor een enige woning (Abattement)|
396|Vermindering van de verkooprechten bij een hypothecaire lening voor een enige woning (Bijabattement)|
397|Vermindering van de verkooprechten bij renovatie van een verwaarloosd of leegstaand pand (Renovatie-abattement)|
398|Huisonderwijs voor leerplichtige kinderen|
399|Tegemoetkoming in reis- en verblijfkosten voor internationale samenwerking rond volksontwikkeling en lokaal cultuurbeleid|
400|Vakantieaanbod met korting voor mensen die het financieel moeilijk hebben|
401|Toelatingsexamens arts en tandarts|
402|Tijdelijk Onderwijs Aan Huis (TOAH) voor zieke leerlingen|
403|Een getuigschrift basisonderwijs behalen via de Examencommissie basisonderwijs|
404|Een diploma of getuigschrift secundair onderwijs behalen via de Examencommissie secundair onderwijs|
405|Leerlingenvervoer in het buitengewoon onderwijs|
406|Vermindering van de onroerende voorheffing voor personen met een handicap|
407|Geïntegreerd onderwijs: GON-begeleiding in het onderwijs|
408|Groenestroomcertificaten voor zonnepanelen|
409|Studietoelage voor het hoger onderwijs|
410|Schooltoelage voor het basisonderwijs en het secundair onderwijs|
411|Verhoogde investeringsaftrek voor energiebesparende investeringen door bedrijven|
412|Vermindering van de onroerende voorheffing voor huurders|
413|Attest voor de erkenning van een Vlaams diploma of getuigschrift in het buitenland|
414|Premie van de netbeheerder voor een zonneboiler|
415|Vermindering van de onroerende voorheffing voor een energiezuinig nieuw gebouw|
416|Leerkrediet voor studenten hoger onderwijs|
417|Diploma hoger onderwijs behalen via een diplomacontract|
418|Credits hoger onderwijs behalen via een creditcontract|
419|Diploma hoger onderwijs behalen via een examencontract|
420|Opgraving van een stoffelijk overschot of urne|
421|Verplichte keuring van een nieuwe of gewijzigde cv-installatie|
422|EPC bij verkoop of verhuur van een woning|
